,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,Ref Frequency,Temp,,Ref Frequency,Temp,,Ref Frequency,Temp,,Ref Frequency,Temp,,Ref Frequency,Temp,,Ref Frequency,Temp,,Ref Frequency,Temp,,Ref Frequency,Temp,
1,21699936.86,24.5,,21699947.17,24.50,,21699928.21,24.50,,21699950.31,24.50,,21699926.00,24.50,,21699939.62,24.50,,21699953.66,24.25,,21699943.17,24.50,
105,21699939.53,-24,0.123,21699942.12,-24.00,-0.232,21699922.92,-23.75,-0.244,21699948.76,-24.00,-0.071,21699922.32,-23.50,-0.170,21699937.71,-23.50,-0.088,21699949.92,-23.50,-0.173,21699944.95,-23.50,0.082
106,21699939.62,-24,0.127,21699942.23,-24.00,-0.228,21699923.00,-24.00,-0.240,21699948.87,-24.00,-0.066,21699922.40,-23.75,-0.166,21699937.79,-23.75,-0.084,21699949.97,-23.50,-0.170,21699945.03,-23.75,0.086
107,21699939.64,-24,0.128,21699942.34,-24.00,-0.222,21699923.03,-24.25,-0.239,21699948.91,-24.25,-0.065,21699922.50,-23.50,-0.161,21699937.85,-23.50,-0.081,21699950.01,-23.50,-0.169,21699945.10,-23.50,0.089
108,21699939.67,-24.25,0.129,21699942.35,-24.25,-0.222,21699922.98,-24.25,-0.241,21699948.93,-24.25,-0.064,21699922.52,-23.75,-0.160,21699937.91,-23.75,-0.079,21699950.09,-23.75,-0.165,21699945.20,-23.75,0.094
109,21699939.75,-24.25,0.133,21699942.54,-24.50,-0.213,21699923.09,-24.25,-0.236,21699949.03,-24.25,-0.059,21699922.63,-23.75,-0.155,21699938.01,-23.75,-0.074,21699950.16,-23.75,-0.161,21699945.30,-23.75,0.098
110,21699939.74,-24.5,0.133,21699942.52,-24.50,-0.214,21699923.09,-24.50,-0.236,21699949.05,-24.50,-0.058,21699922.65,-24.00,-0.155,21699938.04,-24.00,-0.073,21699950.19,-24.00,-0.160,21699945.30,-24.00,0.098
111,21699939.85,-24.5,0.137,21699942.67,-24.50,-0.207,21699923.14,-24.50,-0.234,21699949.04,-24.50,-0.059,21699922.67,-24.00,-0.154,21699938.11,-24.00,-0.069,21699950.18,-24.25,-0.161,21699945.39,-24.00,0.102
112,21699939.87,-24.75,0.139,21699942.73,-24.75,-0.204,21699923.12,-24.75,-0.235,21699949.00,-24.75,-0.060,21699922.65,-24.25,-0.155,21699938.05,-24.25,-0.072,21699950.18,-24.25,-0.160,21699945.37,-24.25,0.102
113,21699939.89,-24.75,0.14,21699942.84,-24.75,-0.199,21699923.14,-24.75,-0.234,21699949.01,-24.75,-0.060,21699922.65,-24.25,-0.155,21699938.02,-24.25,-0.074,21699950.14,-24.25,-0.163,21699945.33,-24.25,0.100
114,21699939.94,-25,0.142,21699942.98,-25.00,-0.193,21699923.25,-25.00,-0.229,21699949.20,-25.00,-0.051,21699922.86,-24.50,-0.145,21699938.31,-24.50,-0.060,21699950.38,-24.50,-0.151,21699945.57,-24.50,0.111
115,21699939.98,-25,0.144,21699943.09,-25.00,-0.188,21699923.31,-25.00,-0.226,21699949.26,-25.00,-0.048,21699922.88,-24.50,-0.144,21699938.33,-24.50,-0.059,21699950.39,-24.50,-0.151,21699945.58,-24.50,0.111
116,21699940.01,-25,0.145,21699943.08,-25.00,-0.188,21699923.27,-25.00,-0.228,21699949.23,-25.25,-0.050,21699922.84,-24.75,-0.146,21699938.29,-24.75,-0.061,21699950.38,-24.75,-0.151,21699945.58,-24.75,0.111
117,21699939.94,-25.25,0.142,21699943.13,-25.25,-0.186,21699923.22,-25.50,-0.230,21699949.21,-25.25,-0.051,21699922.84,-24.75,-0.145,21699938.38,-24.75,-0.057,21699950.45,-24.75,-0.148,21699945.66,-24.75,0.115
118,21699940.1,-25.25,0.149,21699943.32,-25.50,-0.177,21699923.36,-25.25,-0.224,21699949.38,-25.25,-0.043,21699923.01,-24.75,-0.138,21699938.47,-24.75,-0.053,21699950.50,-25.00,-0.146,21699945.71,-25.00,0.117
119,21699940.04,-25.5,0.146,21699943.38,-25.50,-0.175,21699923.36,-25.25,-0.224,21699949.40,-25.50,-0.042,21699923.04,-25.00,-0.137,21699938.54,-25.00,-0.050,21699950.57,-25.00,-0.142,21699945.79,-25.00,0.121
120,21699940.12,-25.5,0.15,21699943.39,-25.50,-0.174,21699923.42,-25.50,-0.221,21699949.44,-25.50,-0.040,21699923.06,-25.00,-0.136,21699938.58,-25.00,-0.048,21699950.59,-25.00,-0.141,21699945.84,-25.00,0.123
121,21699940.14,-25.5,0.151,21699943.41,-25.50,-0.173,21699923.41,-25.50,-0.221,21699949.41,-25.50,-0.042,21699923.10,-25.25,-0.134,21699938.59,-25.25,-0.047,21699950.64,-25.25,-0.140,21699945.85,-25.25,0.124
122,21699940.13,-25.75,0.15,21699943.49,-25.75,-0.169,21699923.44,-25.75,-0.220,21699949.45,-25.75,-0.040,21699923.14,-25.25,-0.132,21699938.64,-25.25,-0.045,21699950.70,-25.25,-0.137,21699945.94,-25.25,0.128
123,21699940.11,-25.75,0.15,21699943.54,-25.75,-0.167,21699923.43,-25.75,-0.221,21699949.49,-25.75,-0.038,21699923.16,-25.25,-0.131,21699938.69,-25.25,-0.043,21699950.77,-25.25,-0.133,21699945.96,-25.25,0.129
124,21699940.18,-25.75,0.153,21699943.69,-26.00,-0.160,21699923.50,-25.75,-0.217,21699949.56,-25.75,-0.035,21699923.22,-25.50,-0.128,21699938.75,-25.50,-0.040,21699950.74,-25.50,-0.135,21699945.94,-25.50,0.128
125,21699940.2,-25.75,0.154,21699943.82,-26.00,-0.154,21699923.55,-25.75,-0.215,21699949.64,-25.75,-0.031,21699923.28,-25.50,-0.125,21699938.83,-25.50,-0.036,21699950.84,-25.50,-0.130,21699946.04,-25.50,0.133
126,21699940.2,-26,0.154,21699943.87,-26.00,-0.152,21699923.53,-26.00,-0.216,21699949.68,-26.00,-0.029,21699923.32,-25.50,-0.124,21699938.88,-25.50,-0.034,21699950.92,-25.50,-0.126,21699946.08,-25.50,0.134
127,21699940.24,-26,0.156,21699943.95,-26.25,-0.148,21699923.57,-26.00,-0.214,21699949.70,-26.00,-0.028,21699923.34,-25.75,-0.123,21699938.87,-25.75,-0.034,21699950.86,-25.75,-0.129,21699946.05,-25.75,0.133
128,21699940.36,-26,0.161,21699944.13,-26.00,-0.140,21699923.62,-26.25,-0.212,21699949.78,-26.00,-0.025,21699923.40,-25.75,-0.120,21699938.95,-25.75,-0.031,21699950.98,-25.75,-0.124,21699946.14,-25.75,0.137
129,21699940.34,-26,0.16,21699944.13,-26.00,-0.140,21699923.59,-26.25,-0.213,21699949.80,-26.00,-0.023,21699923.44,-25.75,-0.118,21699939.02,-25.75,-0.028,21699951.03,-25.75,-0.121,21699946.21,-25.75,0.140
130,21699940.41,-26.25,0.163,21699944.29,-26.25,-0.132,21699923.69,-26.25,-0.209,21699949.84,-26.25,-0.022,21699923.39,-25.75,-0.121,21699938.98,-25.75,-0.029,21699951.02,-26.00,-0.122,21699946.15,-26.00,0.138
131,21699940.25,-26.25,0.156,21699944.16,-26.25,-0.138,21699923.54,-26.25,-0.216,21699949.80,-26.25,-0.024,21699923.41,-26.00,-0.120,21699939.01,-26.00,-0.028,21699951.01,-26.00,-0.122,21699946.18,-26.00,0.139
132,21699940.37,-26.25,0.161,21699944.34,-26.25,-0.130,21699923.69,-26.25,-0.209,21699949.93,-26.25,-0.018,21699923.55,-26.00,-0.113,21699939.11,-26.00,-0.023,21699951.09,-26.00,-0.119,21699946.30,-26.00,0.144
133,21699940.45,-26.25,0.166,21699944.52,-26.50,-0.122,21699923.81,-26.25,-0.203,21699949.99,-26.50,-0.015,21699923.59,-26.00,-0.111,21699939.18,-26.00,-0.020,21699951.15,-26.00,-0.116,21699946.23,-26.00,0.141
134,21699940.52,-26.5,0.169,21699944.56,-26.50,-0.120,21699923.79,-26.50,-0.204,21699950.04,-26.50,-0.013,21699923.65,-26.00,-0.108,21699939.26,-26.00,-0.016,21699951.27,-26.25,-0.110,21699946.33,-26.25,0.146
135,21699940.46,-26.5,0.166,21699944.55,-26.50,-0.120,21699923.79,-26.50,-0.204,21699950.06,-26.50,-0.012,21699923.67,-26.25,-0.107,21699939.27,-26.25,-0.016,21699951.31,-26.25,-0.108,21699946.42,-26.25,0.150
136,21699940.42,-26.5,0.164,21699944.58,-26.50,-0.119,21699923.76,-26.50,-0.205,21699950.06,-26.50,-0.012,21699923.63,-26.25,-0.109,21699939.23,-26.25,-0.018,21699951.25,-26.25,-0.111,21699946.33,-26.25,0.146
137,21699940.48,-26.5,0.167,21699944.68,-26.75,-0.115,21699923.82,-26.75,-0.202,21699950.17,-26.50,-0.007,21699923.70,-26.25,-0.106,21699939.35,-26.25,-0.013,21699951.35,-26.25,-0.107,21699946.40,-26.25,0.149
138,21699940.6,-26.75,0.172,21699944.85,-26.75,-0.107,21699923.88,-26.75,-0.200,21699950.23,-26.75,-0.004,21699923.73,-26.25,-0.105,21699939.40,-26.25,-0.010,21699951.46,-26.25,-0.102,21699946.46,-26.25,0.152
139,21699940.48,-26.75,0.167,21699944.80,-26.75,-0.109,21699923.73,-26.75,-0.206,21699950.04,-26.75,-0.013,21699923.56,-26.25,-0.112,21699939.30,-26.25,-0.015,21699951.36,-26.50,-0.106,21699946.43,-26.25,0.151
140,21699940.46,-26.75,0.166,21699944.91,-26.75,-0.104,21699923.84,-26.75,-0.201,21699950.20,-26.75,-0.005,21699923.72,-26.50,-0.105,21699939.60,-26.50,-0.001,21699951.47,-26.50,-0.101,21699946.49,-26.50,0.153
141,21699940.6,-26.75,0.172,21699945.03,-26.75,-0.098,21699923.91,-26.75,-0.198,21699950.32,-26.75,0.000,21699923.81,-26.50,-0.101,21699939.67,-26.50,0.002,21699951.58,-26.50,-0.096,21699946.55,-26.50,0.156
142,21699940.59,-26.75,0.172,21699945.08,-27.00,-0.096,21699924.00,-26.75,-0.194,21699950.40,-26.75,0.004,21699923.89,-26.50,-0.097,21699939.77,-26.50,0.007,21699951.61,-26.50,-0.095,21699946.60,-26.50,0.158
143,21699940.63,-27,0.174,21699945.15,-27.00,-0.093,21699923.97,-27.00,-0.196,21699950.41,-26.75,0.004,21699923.92,-26.50,-0.096,21699939.78,-26.50,0.008,21699951.66,-26.50,-0.092,21699946.65,-26.50,0.161
144,21699940.66,-27,0.175,21699945.25,-27.00,-0.088,21699924.07,-27.00,-0.191,21699950.48,-27.00,0.008,21699923.96,-26.50,-0.094,21699939.85,-26.50,0.011,21699951.72,-26.50,-0.090,21699946.62,-26.50,0.159
145,21699940.62,-27,0.173,21699945.24,-27.00,-0.089,21699924.05,-27.00,-0.192,21699950.48,-27.00,0.008,21699923.92,-26.75,-0.096,21699939.77,-26.75,0.007,21699951.65,-26.75,-0.093,21699946.67,-26.75,0.162
146,21699940.62,-27,0.173,21699945.29,-27.00,-0.087,21699924.04,-27.00,-0.193,21699950.46,-27.00,0.007,21699923.91,-26.75,-0.097,21699939.83,-26.75,0.010,21699951.73,-26.75,-0.089,21699946.66,-26.75,0.161
147,21699940.67,-27,0.175,21699945.29,-27.00,-0.087,21699924.05,-27.00,-0.192,21699950.52,-27.25,0.009,21699923.94,-26.75,-0.095,21699939.80,-26.75,0.009,21699951.78,-26.75,-0.087,21699946.64,-26.75,0.160
148,21699940.65,-27,0.175,21699945.36,-27.00,-0.083,21699924.05,-27.25,-0.192,21699950.50,-27.00,0.009,21699923.89,-26.75,-0.097,21699939.78,-26.75,0.007,21699951.75,-26.75,-0.088,21699946.62,-26.75,0.159
149,21699940.61,-27.25,0.173,21699945.40,-27.25,-0.081,21699924.08,-27.25,-0.190,21699950.55,-27.25,0.011,21699923.96,-26.75,-0.094,21699939.85,-26.75,0.011,21699951.78,-26.75,-0.087,21699946.61,-26.75,0.159
150,21699940.65,-27.25,0.174,21699945.44,-27.25,-0.079,21699924.05,-27.25,-0.192,21699950.57,-27.25,0.012,21699923.96,-26.50,-0.094,21699939.91,-26.75,0.014,21699951.84,-26.75,-0.084,21699946.71,-26.75,0.163
151,21699940.6,-27.25,0.172,21699945.45,-27.25,-0.079,21699924.04,-27.25,-0.193,21699950.56,-27.25,0.011,21699923.96,-27.00,-0.094,21699939.88,-26.75,0.012,21699951.85,-26.75,-0.084,21699946.70,-26.75,0.163
152,21699940.61,-27.25,0.173,21699945.51,-27.25,-0.076,21699924.07,-27.25,-0.191,21699950.54,-27.25,0.011,21699923.90,-27.00,-0.097,21699939.87,-27.00,0.012,21699951.84,-27.00,-0.084,21699946.67,-27.00,0.162
153,21699940.66,-27.25,0.175,21699945.54,-27.25,-0.075,21699924.07,-27.25,-0.191,21699950.57,-27.25,0.012,21699923.96,-27.00,-0.094,21699939.90,-26.75,0.013,21699951.93,-26.75,-0.080,21699946.75,-27.00,0.165
154,21699940.63,-27.25,0.174,21699945.54,-27.25,-0.075,21699924.09,-27.25,-0.190,21699950.59,-27.25,0.013,21699923.97,-26.75,-0.094,21699939.86,-26.75,0.011,21699951.90,-26.75,-0.081,21699946.68,-26.75,0.162
155,21699940.49,-27.25,0.167,21699945.50,-27.25,-0.077,21699924.03,-27.25,-0.193,21699950.59,-27.25,0.013,21699923.98,-26.75,-0.093,21699939.97,-26.75,0.016,21699951.96,-26.75,-0.078,21699946.70,-26.75,0.163
156,21699940.62,-27.25,0.173,21699945.63,-27.25,-0.071,21699924.11,-27.50,-0.189,21699950.66,-27.50,0.016,21699924.06,-26.75,-0.090,21699940.02,-26.75,0.018,21699952.01,-26.75,-0.076,21699946.78,-26.75,0.167
157,21699940.56,-27.5,0.17,21699945.64,-27.50,-0.070,21699924.07,-27.50,-0.191,21699950.62,-27.50,0.014,21699923.96,-26.75,-0.094,21699939.91,-26.75,0.014,21699951.88,-26.75,-0.082,21699946.68,-26.75,0.162
158,21699940.6,-27.5,0.172,21699945.70,-27.50,-0.068,21699924.11,-27.50,-0.189,21699950.63,-27.50,0.015,21699924.02,-27.00,-0.091,21699939.99,-27.00,0.017,21699951.99,-27.00,-0.077,21699946.68,-26.75,0.162
159,21699940.66,-27.5,0.175,21699945.76,-27.50,-0.065,21699924.11,-27.50,-0.189,21699950.61,-27.50,0.014,21699924.07,-27.00,-0.089,21699940.03,-27.00,0.019,21699952.03,-27.25,-0.075,21699946.79,-27.00,0.167
160,21699940.61,-27.5,0.173,21699945.76,-27.50,-0.065,21699924.05,-27.50,-0.192,21699950.68,-27.50,0.017,21699924.00,-27.00,-0.092,21699940.02,-27.00,0.018,21699952.02,-27.00,-0.076,21699946.77,-27.00,0.166
161,21699940.6,-27.75,0.172,21699945.75,-27.50,-0.065,21699924.08,-27.50,-0.190,21699950.71,-27.50,0.018,21699924.00,-27.00,-0.092,21699940.05,-27.00,0.020,21699952.10,-27.00,-0.072,21699946.80,-27.25,0.168
162,21699940.69,-27.5,0.176,21699945.87,-27.50,-0.060,21699924.19,-27.50,-0.185,21699950.78,-27.50,0.022,21699924.15,-27.00,-0.085,21699940.07,-27.25,0.021,21699952.14,-27.25,-0.070,21699946.83,-27.00,0.169
163,21699940.67,-27.5,0.175,21699945.90,-27.50,-0.058,21699924.20,-27.50,-0.185,21699950.83,-27.50,0.024,21699924.15,-27.00,-0.085,21699940.08,-27.00,0.021,21699952.17,-27.00,-0.069,21699946.84,-27.25,0.169
164,21699940.59,-27.5,0.172,21699945.89,-27.50,-0.059,21699924.15,-27.50,-0.187,21699950.71,-27.50,0.018,21699924.09,-27.00,-0.088,21699940.10,-27.00,0.022,21699952.11,-27.00,-0.072,21699946.80,-27.00,0.167
165,21699940.64,-27.5,0.174,21699945.93,-27.50,-0.057,21699924.25,-27.50,-0.183,21699950.87,-27.50,0.025,21699924.22,-27.00,-0.082,21699940.20,-27.00,0.027,21699952.24,-27.00,-0.066,21699946.87,-27.25,0.171
166,21699940.68,-27.5,0.176,21699946.01,-27.50,-0.053,21699924.23,-27.50,-0.184,21699950.81,-27.50,0.023,21699924.12,-27.25,-0.087,21699940.06,-27.25,0.020,21699952.19,-27.25,-0.068,21699946.82,-27.00,0.168
167,21699940.63,-27.5,0.174,21699946.00,-27.75,-0.054,21699924.24,-27.75,-0.183,21699950.81,-27.50,0.023,21699924.09,-27.25,-0.088,21699940.12,-27.25,0.023,21699952.14,-27.25,-0.070,21699946.80,-27.50,0.168
168,21699940.59,-27.5,0.172,21699946.03,-27.50,-0.052,21699924.24,-27.50,-0.183,21699950.83,-27.50,0.024,21699924.17,-27.25,-0.084,21699940.14,-27.25,0.024,21699952.22,-27.25,-0.066,21699946.89,-27.25,0.172
169,21699940.55,-27.75,0.17,21699946.01,-27.50,-0.053,21699924.21,-27.75,-0.184,21699950.82,-27.50,0.024,21699924.10,-27.25,-0.088,21699940.10,-27.25,0.022,21699952.15,-27.25,-0.070,21699946.77,-27.25,0.166
170,21699940.69,-27.75,0.176,21699946.15,-27.75,-0.047,21699924.26,-27.75,-0.182,21699950.95,-27.75,0.029,21699924.21,-27.25,-0.083,21699940.27,-27.25,0.030,21699952.35,-27.25,-0.060,21699946.90,-27.25,0.172
171,21699940.72,-27.75,0.178,21699946.22,-27.75,-0.044,21699924.34,-27.75,-0.178,21699950.95,-27.75,0.029,21699924.21,-27.25,-0.082,21699940.20,-27.25,0.027,21699952.31,-27.50,-0.062,21699946.89,-27.25,0.172
172,21699940.62,-27.75,0.173,21699946.19,-27.75,-0.045,21699924.31,-27.75,-0.180,21699950.94,-27.75,0.029,21699924.20,-27.25,-0.083,21699940.28,-27.25,0.030,21699952.36,-27.25,-0.060,21699946.95,-27.25,0.175
173,21699940.71,-27.75,0.177,21699946.32,-27.75,-0.039,21699924.38,-27.75,-0.177,21699951.13,-27.75,0.038,21699924.33,-27.25,-0.077,21699940.42,-27.25,0.037,21699952.49,-27.25,-0.054,21699947.09,-27.25,0.181
174,21699940.87,-27.75,0.185,21699946.47,-27.75,-0.032,21699924.51,-27.75,-0.171,21699951.18,-27.75,0.040,21699924.40,-27.25,-0.074,21699940.48,-27.25,0.040,21699952.54,-27.25,-0.052,21699947.11,-27.25,0.182
175,21699940.85,-27.75,0.184,21699946.54,-27.75,-0.029,21699924.58,-27.75,-0.168,21699951.24,-27.75,0.043,21699924.45,-27.25,-0.072,21699940.47,-27.25,0.039,21699952.58,-27.25,-0.050,21699947.14,-27.25,0.183
176,21699940.82,-27.75,0.182,21699946.47,-27.75,-0.032,21699924.46,-27.75,-0.173,21699951.15,-27.75,0.038,21699924.34,-27.50,-0.077,21699940.39,-27.25,0.035,21699952.52,-27.25,-0.053,21699947.09,-27.50,0.181
177,21699940.89,-27.75,0.186,21699946.62,-27.75,-0.025,21699924.62,-27.75,-0.166,21699951.30,-27.75,0.046,21699924.48,-27.50,-0.070,21699940.56,-27.50,0.043,21699952.67,-27.50,-0.046,21699947.18,-27.75,0.185
178,21699940.99,-27.75,0.19,21699946.71,-27.75,-0.021,21699924.62,-27.75,-0.166,21699951.32,-27.75,0.047,21699924.54,-27.50,-0.067,21699940.62,-27.25,0.046,21699952.70,-27.50,-0.044,21699947.27,-27.50,0.189
179,21699941.01,-27.75,0.191,21699946.80,-27.75,-0.017,21699924.78,-27.75,-0.158,21699951.50,-27.75,0.055,21699924.68,-27.50,-0.061,21699940.75,-27.50,0.052,21699952.83,-27.50,-0.038,21699947.37,-27.75,0.194
180,21699941.17,-27.75,0.198,21699946.88,-27.75,-0.013,21699924.85,-27.75,-0.155,21699951.52,-27.75,0.056,21699924.67,-27.50,-0.061,21699940.73,-27.75,0.051,21699952.87,-27.50,-0.036,21699947.44,-27.50,0.197
181,21699941.06,-27.75,0.193,21699946.94,-27.75,-0.010,21699924.86,-27.75,-0.155,21699951.59,-27.75,0.059,21699924.77,-27.50,-0.057,21699940.86,-27.50,0.057,21699952.97,-27.50,-0.032,21699947.49,-27.50,0.199
182,21699941.09,-27.75,0.195,21699947.00,-28.00,-0.008,21699924.90,-28.00,-0.153,21699951.64,-27.75,0.061,21699924.81,-27.50,-0.055,21699940.89,-27.50,0.059,21699953.01,-27.50,-0.030,21699947.47,-27.50,0.198
183,21699941.14,-27.75,0.197,21699947.02,-28.00,-0.007,21699924.93,-27.75,-0.152,21699951.68,-28.00,0.063,21699924.80,-27.50,-0.055,21699940.93,-27.50,0.061,21699953.05,-27.50,-0.028,21699947.56,-27.50,0.202
184,21699941.27,-28,0.203,21699947.17,-28.00,0.000,21699924.95,-28.00,-0.151,21699951.77,-28.00,0.067,21699924.90,-27.50,-0.051,21699941.02,-27.50,0.065,21699953.10,-27.50,-0.026,21699947.62,-27.50,0.205
185,21699941.3,-28,0.204,21699947.20,-28.00,0.002,21699925.04,-28.00,-0.146,21699951.79,-28.00,0.068,21699924.89,-27.50,-0.051,21699941.02,-27.50,0.065,21699953.11,-27.50,-0.026,21699947.64,-27.50,0.206
186,21699941.28,-28,0.204,21699947.28,-28.00,0.005,21699925.07,-28.00,-0.145,21699951.87,-28.00,0.072,21699924.97,-27.50,-0.048,21699941.11,-27.50,0.069,21699953.14,-27.50,-0.024,21699947.65,-27.50,0.207
187,21699941.3,-28,0.204,21699947.29,-28.00,0.006,21699925.05,-28.00,-0.146,21699951.86,-28.00,0.072,21699925.00,-27.50,-0.046,21699941.13,-27.50,0.070,21699953.18,-27.50,-0.022,21699947.73,-27.50,0.210
188,21699941.4,-28,0.209,21699947.42,-28.00,0.012,21699925.22,-28.00,-0.138,21699952.00,-28.00,0.078,21699925.16,-27.50,-0.039,21699941.23,-27.50,0.074,21699953.33,-27.50,-0.016,21699947.80,-27.50,0.213
189,21699941.43,-28,0.21,21699947.39,-28.25,0.010,21699925.18,-28.00,-0.140,21699951.95,-28.00,0.076,21699925.11,-27.50,-0.041,21699941.23,-27.50,0.074,21699953.34,-27.50,-0.015,21699947.86,-27.50,0.216
190,21699941.47,-28,0.212,21699947.54,-28.00,0.017,21699925.32,-28.00,-0.134,21699952.14,-28.00,0.084,21699925.25,-27.50,-0.035,21699941.35,-27.50,0.080,21699953.41,-27.75,-0.012,21699947.87,-27.75,0.217
191,21699941.57,-28,0.217,21699947.64,-28.00,0.022,21699925.41,-28.00,-0.129,21699952.25,-28.00,0.089,21699925.33,-27.75,-0.031,21699941.49,-27.75,0.086,21699953.58,-27.75,-0.004,21699948.03,-27.75,0.224
192,21699941.62,-28,0.219,21699947.70,-28.00,0.025,21699925.45,-28.00,-0.127,21699952.28,-28.00,0.091,21699925.36,-27.75,-0.029,21699941.52,-27.75,0.088,21699953.57,-27.75,-0.004,21699948.06,-27.75,0.226
193,21699941.65,-28,0.221,21699947.76,-28.00,0.027,21699925.47,-28.00,-0.127,21699952.31,-28.00,0.092,21699925.41,-27.75,-0.027,21699941.52,-27.75,0.088,21699953.66,-27.75,-0.000,21699948.13,-27.75,0.229
194,21699941.78,-28,0.226,21699947.83,-28.00,0.030,21699925.51,-28.00,-0.125,21699952.29,-28.00,0.091,21699925.47,-27.75,-0.025,21699941.63,-27.75,0.093,21699953.73,-27.75,0.003,21699948.11,-27.75,0.228
195,21699941.68,-28,0.222,21699947.90,-28.00,0.034,21699925.56,-28.00,-0.122,21699952.39,-28.00,0.096,21699925.50,-27.75,-0.023,21699941.66,-27.75,0.094,21699953.74,-27.75,0.004,21699948.17,-27.75,0.231
196,21699941.7,-28,0.223,21699947.94,-28.00,0.036,21699925.61,-28.00,-0.120,21699952.47,-28.00,0.100,21699925.57,-27.75,-0.020,21699941.74,-27.75,0.098,21699953.78,-27.75,0.005,21699948.20,-27.75,0.232
197,21699941.77,-28,0.226,21699947.95,-28.00,0.036,21699925.63,-28.00,-0.119,21699952.47,-28.00,0.099,21699925.55,-27.75,-0.021,21699941.70,-27.75,0.096,21699953.81,-27.75,0.007,21699948.24,-27.75,0.234
198,21699941.84,-28,0.229,21699948.06,-28.00,0.041,21699925.74,-28.00,-0.114,21699952.54,-28.00,0.102,21699925.62,-27.75,-0.018,21699941.78,-27.75,0.100,21699953.87,-27.75,0.009,21699948.33,-27.75,0.238
199,21699941.91,-28,0.233,21699948.10,-28.00,0.043,21699925.68,-28.00,-0.117,21699952.57,-28.00,0.104,21699925.62,-27.75,-0.018,21699941.80,-27.75,0.101,21699953.91,-27.75,0.011,21699948.34,-27.75,0.238
200,21699941.85,-28,0.23,21699948.12,-28.00,0.044,21699925.70,-28.00,-0.116,21699952.56,-28.00,0.104,21699925.59,-27.75,-0.019,21699941.77,-27.75,0.099,21699953.85,-27.75,0.009,21699948.27,-27.75,0.235
201,21699941.89,-28,0.231,21699948.22,-28.00,0.048,21699925.73,-28.00,-0.115,21699952.58,-28.00,0.105,21699925.64,-27.75,-0.017,21699941.82,-27.75,0.101,21699953.96,-27.75,0.014,21699948.37,-27.75,0.240
202,21699941.89,-28.25,0.231,21699948.21,-28.00,0.048,21699925.81,-28.00,-0.111,21699952.68,-28.00,0.109,21699925.71,-27.75,-0.013,21699941.83,-27.75,0.102,21699954.01,-27.75,0.016,21699948.40,-27.75,0.241
203,21699941.98,-28,0.236,21699948.22,-28.00,0.049,21699925.76,-28.00,-0.113,21699952.59,-28.00,0.105,21699925.64,-27.75,-0.017,21699941.80,-27.75,0.101,21699953.93,-27.75,0.012,21699948.36,-27.75,0.239
204,21699941.84,-28,0.229,21699948.16,-28.00,0.046,21699925.71,-28.25,-0.115,21699952.60,-28.00,0.105,21699925.68,-27.75,-0.015,21699941.90,-27.75,0.105,21699954.04,-27.75,0.017,21699948.42,-27.75,0.242
205,21699941.85,-28,0.23,21699948.23,-28.00,0.049,21699925.77,-28.00,-0.113,21699952.62,-28.25,0.107,21699925.71,-27.75,-0.013,21699941.87,-27.75,0.104,21699954.04,-27.75,0.017,21699948.45,-27.75,0.243
206,21699941.86,-28.25,0.23,21699948.27,-28.25,0.051,21699925.83,-28.00,-0.110,21699952.74,-28.25,0.112,21699925.75,-27.75,-0.012,21699941.93,-27.75,0.106,21699954.04,-27.75,0.017,21699948.39,-27.75,0.241
207,21699941.96,-28.25,0.235,21699948.30,-28.25,0.052,21699925.84,-28.25,-0.109,21699952.75,-28.25,0.112,21699925.76,-27.75,-0.011,21699941.96,-27.75,0.108,21699954.04,-27.75,0.017,21699948.43,-27.75,0.243
208,21699941.96,-28.25,0.235,21699948.36,-28.25,0.055,21699925.85,-28.25,-0.109,21699952.77,-28.25,0.113,21699925.73,-27.75,-0.012,21699941.93,-27.75,0.106,21699954.04,-27.75,0.017,21699948.39,-27.75,0.241
209,21699941.89,-28.25,0.232,21699948.34,-28.25,0.054,21699925.85,-28.25,-0.109,21699952.80,-28.25,0.115,21699925.80,-27.75,-0.009,21699941.97,-27.75,0.108,21699954.09,-27.75,0.020,21699948.43,-27.75,0.243
210,21699941.93,-28,0.234,21699948.39,-28.25,0.057,21699925.91,-28.25,-0.106,21699952.78,-28.25,0.114,21699925.78,-27.75,-0.010,21699942.00,-27.75,0.110,21699954.10,-27.75,0.020,21699948.44,-27.75,0.243
211,21699942.03,-28.25,0.238,21699948.49,-28.25,0.061,21699925.94,-28.25,-0.105,21699952.86,-28.25,0.117,21699925.84,-27.75,-0.007,21699942.04,-27.75,0.111,21699954.17,-27.75,0.023,21699948.45,-27.75,0.243
212,21699942.06,-28.25,0.239,21699948.52,-28.25,0.062,21699925.91,-28.25,-0.106,21699952.82,-28.25,0.115,21699925.84,-27.75,-0.008,21699942.08,-27.75,0.113,21699954.22,-27.75,0.026,21699948.53,-27.75,0.247
213,21699941.99,-28.25,0.236,21699948.51,-28.25,0.062,21699925.89,-28.25,-0.107,21699952.88,-28.25,0.118,21699925.88,-27.75,-0.006,21699942.10,-27.75,0.114,21699954.26,-27.75,0.027,21699948.55,-27.75,0.248
