,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,Ref Frequency,Temp,,Ref Frequency,Temp,,Ref Frequency,Temp,,Ref Frequency,Temp,,Ref Frequency,Temp,,Ref Frequency,Temp,,Ref Frequency,Temp,,Ref Frequency,Temp,
1,21699936.86,24.5,,21699947.17,24.50,,21699928.21,24.50,,21699950.31,24.50,,21699926.00,24.50,,21699939.62,24.50,,21699953.66,24.25,,21699943.17,24.50,
214,21699942.13,-28.25,0.243,21699948.59,-28.25,0.065,21699926.02,-28.25,-0.101,21699952.95,-28.25,0.121,21699925.95,-28.00,-0.002,21699942.18,-28.00,0.118,21699954.27,-28.00,0.028,21699948.57,-27.75,0.249
215,21699942.05,-28.25,0.239,21699948.62,-28.25,0.067,21699926.00,-28.25,-0.102,21699952.93,-28.25,0.121,21699925.94,-28.00,-0.003,21699942.18,-27.75,0.118,21699954.24,-28.00,0.027,21699948.53,-27.75,0.247
216,21699942.09,-28.25,0.241,21699948.62,-28.25,0.067,21699925.99,-28.25,-0.102,21699952.95,-28.25,0.122,21699925.93,-28.00,-0.003,21699942.15,-27.75,0.117,21699954.28,-28.00,0.028,21699948.64,-28.00,0.252
217,21699942.11,-28.25,0.242,21699948.59,-28.25,0.065,21699926.03,-28.25,-0.100,21699952.95,-28.25,0.121,21699925.93,-28.00,-0.003,21699942.19,-28.00,0.118,21699954.30,-28.25,0.029,21699948.65,-28.00,0.253
218,21699942.14,-28.25,0.243,21699948.62,-28.25,0.067,21699926.02,-28.25,-0.101,21699952.98,-28.25,0.123,21699925.93,-28.00,-0.003,21699942.16,-28.00,0.117,21699954.26,-28.00,0.028,21699948.59,-28.00,0.250
219,21699942.23,-28.25,0.247,21699948.72,-28.25,0.071,21699926.07,-28.25,-0.099,21699953.05,-28.25,0.126,21699926.00,-28.00,-0.000,21699942.24,-28.00,0.121,21699954.33,-28.00,0.031,21699948.66,-28.00,0.253
220,21699942.09,-28.25,0.241,21699948.70,-28.25,0.071,21699926.07,-28.25,-0.099,21699953.01,-28.25,0.124,21699926.00,-28.00,0.000,21699942.27,-28.00,0.122,21699954.38,-28.00,0.033,21699948.68,-27.75,0.254
221,21699942.22,-28.25,0.247,21699948.80,-28.25,0.075,21699926.17,-28.25,-0.094,21699953.05,-28.25,0.126,21699925.96,-28.00,-0.002,21699942.19,-28.00,0.118,21699954.27,-28.00,0.028,21699948.60,-28.00,0.250
222,21699942.15,-28.25,0.244,21699948.72,-28.25,0.072,21699926.06,-28.25,-0.099,21699953.05,-28.25,0.126,21699925.94,-28.00,-0.003,21699942.18,-27.75,0.118,21699954.32,-28.00,0.030,21699948.61,-28.00,0.251
223,21699942.16,-28.25,0.244,21699948.70,-28.25,0.071,21699926.04,-28.25,-0.100,21699953.04,-28.25,0.125,21699926.03,-28.00,0.001,21699942.31,-28.00,0.124,21699954.43,-28.25,0.036,21699948.70,-28.25,0.255
224,21699942.2,-28.25,0.246,21699948.83,-28.25,0.077,21699926.16,-28.25,-0.095,21699953.09,-28.25,0.128,21699926.08,-28.00,0.003,21699942.32,-28.00,0.124,21699954.41,-28.00,0.034,21699948.65,-28.00,0.253
225,21699941.99,-28.25,0.236,21699948.68,-28.25,0.070,21699926.04,-28.25,-0.100,21699953.03,-28.25,0.125,21699925.95,-28.00,-0.002,21699942.22,-28.00,0.120,21699954.37,-28.00,0.033,21699948.65,-28.00,0.253
226,21699942.07,-28.25,0.24,21699948.81,-28.25,0.076,21699926.09,-28.25,-0.098,21699953.09,-28.25,0.128,21699926.02,-28.00,0.001,21699942.29,-28.00,0.123,21699954.44,-28.00,0.036,21699948.69,-28.00,0.254
227,21699942.13,-28.25,0.243,21699948.80,-28.25,0.075,21699926.07,-28.25,-0.099,21699953.04,-28.25,0.126,21699925.98,-28.00,-0.001,21699942.25,-28.00,0.121,21699954.41,-28.00,0.035,21699948.69,-28.00,0.255
228,21699942.15,-28.25,0.243,21699948.80,-28.25,0.075,21699926.15,-28.25,-0.095,21699953.10,-28.25,0.128,21699926.09,-28.00,0.004,21699942.36,-28.00,0.126,21699954.44,-28.00,0.036,21699948.68,-28.00,0.254
229,21699942.19,-28.25,0.246,21699948.84,-28.25,0.077,21699926.15,-28.25,-0.095,21699953.09,-28.25,0.128,21699926.05,-28.00,0.002,21699942.32,-28.00,0.124,21699954.46,-28.00,0.037,21699948.73,-28.00,0.256
230,21699942.15,-28.25,0.244,21699948.87,-28.25,0.079,21699926.17,-28.25,-0.094,21699953.17,-28.25,0.132,21699926.06,-28.00,0.003,21699942.39,-28.00,0.128,21699954.54,-28.00,0.040,21699948.80,-28.00,0.260
231,21699942.18,-28.25,0.245,21699948.88,-28.25,0.079,21699926.15,-28.25,-0.095,21699953.14,-28.25,0.130,21699926.06,-28.00,0.003,21699942.36,-28.00,0.126,21699954.47,-28.00,0.037,21699948.69,-28.00,0.255
232,21699942.16,-28.25,0.244,21699948.86,-28.25,0.078,21699926.12,-28.25,-0.097,21699953.10,-28.25,0.128,21699926.04,-28.00,0.002,21699942.36,-28.00,0.126,21699954.50,-28.00,0.038,21699948.73,-28.00,0.256
233,21699942.16,-28.25,0.244,21699948.86,-28.25,0.078,21699926.10,-28.25,-0.097,21699953.09,-28.25,0.128,21699926.06,-28.00,0.003,21699942.38,-28.00,0.127,21699954.54,-28.00,0.040,21699948.75,-28.00,0.257
234,21699942.16,-28.25,0.244,21699948.88,-28.25,0.079,21699926.12,-28.25,-0.096,21699953.08,-28.25,0.128,21699926.02,-28.00,0.001,21699942.29,-28.00,0.123,21699954.43,-28.00,0.036,21699948.71,-28.00,0.255
235,21699942.1,-28.25,0.241,21699948.89,-28.25,0.079,21699926.15,-28.25,-0.095,21699953.09,-28.25,0.128,21699926.02,-28.00,0.001,21699942.30,-28.00,0.124,21699954.41,-28.00,0.034,21699948.62,-28.00,0.251
236,21699942.13,-28.25,0.243,21699948.92,-28.25,0.081,21699926.12,-28.25,-0.097,21699953.06,-28.25,0.127,21699926.01,-28.00,0.000,21699942.34,-28.00,0.125,21699954.46,-28.00,0.037,21699948.64,-28.00,0.252
237,21699942.09,-28.25,0.241,21699948.90,-28.25,0.080,21699926.03,-28.25,-0.101,21699953.09,-28.25,0.128,21699925.97,-28.00,-0.002,21699942.25,-28.00,0.121,21699954.39,-28.00,0.033,21699948.65,-28.00,0.253
238,21699942.15,-28.25,0.244,21699948.87,-28.25,0.079,21699926.06,-28.25,-0.099,21699953.12,-28.25,0.129,21699925.95,-28.00,-0.002,21699942.31,-28.00,0.124,21699954.43,-28.00,0.035,21699948.69,-28.00,0.254
239,21699942.08,-28.25,0.241,21699948.87,-28.25,0.079,21699926.05,-28.25,-0.100,21699953.11,-28.25,0.129,21699926.02,-28.00,0.001,21699942.33,-28.00,0.125,21699954.46,-28.00,0.037,21699948.71,-28.00,0.255
240,21699942.11,-28.25,0.242,21699948.90,-28.25,0.080,21699926.13,-28.25,-0.096,21699953.11,-28.25,0.129,21699925.95,-28.00,-0.002,21699942.31,-28.25,0.124,21699954.41,-28.00,0.034,21699948.65,-28.25,0.253
241,21699942.1,-28.25,0.241,21699948.91,-28.25,0.081,21699926.12,-28.25,-0.097,21699953.12,-28.25,0.129,21699926.04,-28.25,0.002,21699942.41,-28.00,0.129,21699954.50,-28.00,0.039,21699948.75,-28.00,0.257
242,21699942.2,-28.25,0.246,21699949.05,-28.25,0.087,21699926.16,-28.25,-0.095,21699953.16,-28.25,0.131,21699926.04,-28.00,0.002,21699942.41,-28.00,0.128,21699954.55,-28.00,0.041,21699948.76,-28.00,0.258
243,21699942.21,-28.25,0.246,21699948.95,-28.25,0.082,21699926.11,-28.25,-0.097,21699953.14,-28.25,0.130,21699926.00,-28.00,-0.000,21699942.32,-28.00,0.125,21699954.39,-28.00,0.034,21699948.59,-28.00,0.250
244,21699942.17,-28.25,0.244,21699948.94,-28.25,0.082,21699926.12,-28.25,-0.096,21699953.15,-28.25,0.131,21699925.97,-28.00,-0.002,21699942.39,-28.00,0.128,21699954.55,-28.00,0.041,21699948.75,-28.00,0.257
245,21699942.21,-28.25,0.246,21699949.05,-28.25,0.087,21699926.16,-28.25,-0.095,21699953.21,-28.25,0.134,21699926.07,-28.00,0.003,21699942.43,-28.00,0.129,21699954.56,-28.00,0.041,21699948.80,-28.00,0.259
246,21699942.18,-28.25,0.245,21699949.06,-28.25,0.087,21699926.22,-28.25,-0.092,21699953.24,-28.25,0.135,21699926.09,-28.00,0.004,21699942.46,-28.00,0.131,21699954.57,-28.25,0.042,21699948.75,-28.00,0.257
247,21699942.28,-28.25,0.249,21699949.11,-28.25,0.090,21699926.20,-28.25,-0.093,21699953.23,-28.25,0.134,21699926.14,-28.00,0.006,21699942.44,-28.00,0.130,21699954.61,-28.00,0.043,21699948.83,-28.00,0.261
248,21699942.18,-28.25,0.245,21699949.03,-28.25,0.086,21699926.16,-28.25,-0.095,21699953.19,-28.25,0.133,21699926.06,-28.00,0.003,21699942.43,-28.25,0.130,21699954.55,-28.25,0.041,21699948.74,-28.00,0.257
249,21699942.21,-28.25,0.246,21699949.07,-28.25,0.088,21699926.13,-28.25,-0.096,21699953.17,-28.25,0.132,21699926.05,-28.00,0.002,21699942.40,-28.00,0.128,21699954.55,-28.00,0.041,21699948.74,-28.00,0.257
250,21699942.19,-28.25,0.246,21699949.05,-28.25,0.087,21699926.18,-28.25,-0.094,21699953.20,-28.25,0.133,21699926.03,-28.00,0.001,21699942.42,-28.00,0.129,21699954.52,-28.00,0.039,21699948.74,-28.00,0.257
251,21699942.18,-28.25,0.245,21699949.08,-28.25,0.088,21699926.21,-28.25,-0.092,21699953.21,-28.25,0.134,21699926.05,-28.25,0.002,21699942.41,-28.00,0.129,21699954.54,-28.00,0.041,21699948.71,-28.00,0.255
252,21699942.17,-28.25,0.244,21699949.10,-28.25,0.089,21699926.16,-28.25,-0.095,21699953.15,-28.50,0.131,21699926.02,-28.25,0.001,21699942.39,-28.00,0.128,21699954.55,-28.25,0.041,21699948.71,-28.25,0.256
253,21699942.17,-28.25,0.245,21699949.04,-28.25,0.086,21699926.05,-28.25,-0.100,21699953.10,-28.25,0.129,21699925.92,-28.00,-0.004,21699942.28,-28.00,0.123,21699954.43,-28.25,0.035,21699948.64,-28.00,0.252
254,21699942.06,-28.25,0.239,21699949.03,-28.50,0.086,21699926.09,-28.50,-0.098,21699953.17,-28.50,0.132,21699925.99,-28.00,-0.000,21699942.32,-28.00,0.125,21699954.46,-28.00,0.037,21699948.63,-28.00,0.252
255,21699941.97,-28.25,0.235,21699948.92,-28.50,0.081,21699925.98,-28.25,-0.103,21699953.04,-28.25,0.126,21699925.91,-28.25,-0.004,21699942.26,-28.00,0.122,21699954.44,-28.00,0.036,21699948.56,-28.00,0.249
256,21699941.98,-28.5,0.236,21699948.90,-28.50,0.080,21699925.99,-28.25,-0.103,21699953.06,-28.25,0.126,21699925.91,-28.00,-0.004,21699942.27,-28.00,0.122,21699954.41,-28.00,0.034,21699948.61,-28.00,0.251
257,21699941.95,-28.25,0.234,21699948.90,-28.25,0.080,21699925.96,-28.50,-0.104,21699953.02,-28.50,0.125,21699925.87,-28.00,-0.006,21699942.23,-28.00,0.120,21699954.41,-28.00,0.034,21699948.58,-28.00,0.249
258,21699941.95,-28.5,0.234,21699948.87,-28.25,0.078,21699925.92,-28.50,-0.106,21699952.97,-28.50,0.122,21699925.87,-28.25,-0.006,21699942.21,-28.25,0.120,21699954.40,-28.00,0.034,21699948.58,-28.00,0.250
259,21699941.92,-28.25,0.233,21699948.88,-28.50,0.079,21699925.94,-28.25,-0.105,21699953.00,-28.25,0.124,21699925.85,-28.25,-0.007,21699942.21,-28.00,0.120,21699954.32,-28.00,0.030,21699948.49,-28.25,0.245
260,21699941.88,-28.25,0.231,21699948.93,-28.50,0.081,21699925.94,-28.50,-0.105,21699952.98,-28.50,0.123,21699925.82,-28.00,-0.008,21699942.19,-28.00,0.118,21699954.33,-28.00,0.031,21699948.52,-28.00,0.247
261,21699941.91,-28.5,0.232,21699948.89,-28.50,0.079,21699925.94,-28.25,-0.105,21699953.02,-28.50,0.125,21699925.89,-28.25,-0.005,21699942.25,-28.25,0.121,21699954.32,-28.25,0.030,21699948.46,-28.00,0.244
262,21699941.89,-28.5,0.231,21699948.93,-28.50,0.081,21699925.96,-28.25,-0.104,21699953.02,-28.50,0.125,21699925.86,-28.00,-0.007,21699942.26,-28.25,0.122,21699954.43,-28.00,0.036,21699948.58,-28.25,0.250
263,21699941.78,-28.5,0.226,21699948.75,-28.50,0.073,21699925.86,-28.50,-0.109,21699952.99,-28.50,0.123,21699925.86,-28.25,-0.007,21699942.26,-28.25,0.122,21699954.44,-28.25,0.036,21699948.55,-28.25,0.248
264,21699941.86,-28.5,0.23,21699948.92,-28.50,0.081,21699925.90,-28.50,-0.107,21699952.94,-28.50,0.121,21699925.83,-28.25,-0.008,21699942.23,-28.25,0.120,21699954.39,-28.25,0.033,21699948.55,-28.25,0.248
265,21699941.84,-28.5,0.229,21699948.93,-28.50,0.081,21699925.96,-28.50,-0.104,21699953.07,-28.50,0.127,21699925.91,-28.25,-0.004,21699942.26,-28.25,0.122,21699954.44,-28.25,0.036,21699948.59,-28.25,0.250
266,21699941.86,-28.5,0.23,21699948.92,-28.50,0.081,21699925.92,-28.50,-0.106,21699953.02,-28.50,0.125,21699925.86,-28.25,-0.006,21699942.26,-28.25,0.122,21699954.41,-28.25,0.035,21699948.51,-28.25,0.246
267,21699941.94,-28.5,0.234,21699948.96,-28.50,0.083,21699925.99,-28.50,-0.103,21699953.05,-28.50,0.126,21699925.84,-28.25,-0.007,21699942.19,-28.25,0.119,21699954.30,-28.25,0.029,21699948.49,-28.25,0.245
268,21699941.96,-28.5,0.235,21699949.00,-28.50,0.084,21699925.99,-28.50,-0.103,21699953.05,-28.50,0.126,21699925.87,-28.25,-0.006,21699942.25,-28.25,0.121,21699954.43,-28.25,0.035,21699948.55,-28.25,0.248
269,21699941.98,-28.5,0.236,21699949.05,-28.50,0.087,21699926.01,-28.25,-0.102,21699953.09,-28.50,0.128,21699925.94,-28.25,-0.003,21699942.32,-28.25,0.125,21699954.45,-28.25,0.036,21699948.59,-28.25,0.250
270,21699941.91,-28.5,0.233,21699948.95,-28.50,0.082,21699925.92,-28.50,-0.106,21699953.00,-28.50,0.124,21699925.88,-28.25,-0.005,21699942.27,-28.25,0.122,21699954.40,-28.25,0.034,21699948.55,-28.25,0.248
271,21699941.98,-28.5,0.236,21699949.08,-28.50,0.088,21699926.04,-28.50,-0.100,21699953.11,-28.50,0.129,21699925.88,-28.25,-0.006,21699942.30,-28.25,0.124,21699954.47,-28.25,0.037,21699948.59,-28.25,0.250
272,21699941.96,-28.5,0.235,21699949.05,-28.50,0.087,21699926.04,-28.50,-0.100,21699953.11,-28.50,0.129,21699925.96,-28.25,-0.002,21699942.36,-28.25,0.126,21699954.51,-28.25,0.039,21699948.63,-28.25,0.252
273,21699942.06,-28.5,0.239,21699949.21,-28.50,0.094,21699926.09,-28.50,-0.098,21699953.20,-28.50,0.133,21699925.99,-28.25,-0.001,21699942.39,-28.25,0.128,21699954.57,-28.25,0.042,21699948.69,-28.25,0.255
274,21699942.01,-28.5,0.237,21699949.15,-28.50,0.091,21699926.10,-28.50,-0.097,21699953.23,-28.50,0.135,21699926.04,-28.25,0.002,21699942.45,-28.25,0.130,21699954.57,-28.25,0.042,21699948.66,-28.25,0.253
275,21699942.04,-28.5,0.239,21699949.20,-28.50,0.094,21699926.16,-28.50,-0.094,21699953.23,-28.50,0.135,21699926.07,-28.25,0.003,21699942.47,-28.25,0.131,21699954.59,-28.25,0.043,21699948.74,-28.25,0.257
276,21699942.04,-28.5,0.238,21699949.20,-28.50,0.094,21699926.11,-28.50,-0.097,21699953.18,-28.50,0.132,21699926.01,-28.25,0.000,21699942.39,-28.25,0.128,21699954.60,-28.25,0.043,21699948.69,-28.25,0.255
277,21699942.17,-28.5,0.244,21699949.24,-28.50,0.095,21699926.19,-28.50,-0.093,21699953.25,-28.50,0.136,21699926.08,-28.25,0.004,21699942.51,-28.25,0.133,21699954.67,-28.25,0.046,21699948.80,-28.25,0.260
278,21699942.16,-28.5,0.244,21699949.26,-28.50,0.097,21699926.19,-28.50,-0.093,21699953.30,-28.50,0.138,21699926.13,-28.25,0.006,21699942.52,-28.25,0.134,21699954.71,-28.25,0.048,21699948.77,-28.25,0.258
279,21699942.07,-28.5,0.24,21699949.28,-28.50,0.097,21699926.18,-28.50,-0.094,21699953.21,-28.50,0.134,21699926.05,-28.25,0.002,21699942.47,-28.25,0.131,21699954.63,-28.25,0.044,21699948.78,-28.25,0.259
280,21699942.07,-28.5,0.24,21699949.29,-28.50,0.098,21699926.20,-28.50,-0.093,21699953.33,-28.50,0.139,21699926.10,-28.25,0.005,21699942.51,-28.25,0.133,21699954.61,-28.25,0.043,21699948.78,-28.25,0.259
281,21699942.18,-28.5,0.245,21699949.27,-28.50,0.097,21699926.14,-28.50,-0.096,21699953.23,-28.50,0.134,21699926.02,-28.25,0.001,21699942.42,-28.25,0.129,21699954.58,-28.25,0.042,21699948.70,-28.25,0.255
282,21699942.05,-28.5,0.239,21699949.23,-28.50,0.095,21699926.10,-28.50,-0.098,21699953.24,-28.50,0.135,21699926.04,-28.25,0.002,21699942.45,-28.25,0.130,21699954.63,-28.25,0.045,21699948.73,-28.25,0.257
283,21699942.04,-28.5,0.238,21699949.21,-28.50,0.094,21699926.09,-28.50,-0.098,21699953.23,-28.50,0.134,21699926.00,-28.25,0.000,21699942.45,-28.25,0.131,21699954.64,-28.25,0.045,21699948.76,-28.25,0.258
284,21699942.06,-28.5,0.24,21699949.27,-28.50,0.097,21699926.16,-28.50,-0.095,21699953.24,-28.50,0.135,21699926.05,-28.25,0.002,21699942.49,-28.25,0.132,21699954.68,-28.25,0.047,21699948.78,-28.25,0.259
285,21699942.02,-28.5,0.238,21699949.20,-28.50,0.094,21699926.04,-28.50,-0.100,21699953.18,-28.50,0.132,21699925.99,-28.25,-0.001,21699942.48,-28.25,0.132,21699954.62,-28.25,0.044,21699948.76,-28.25,0.258
286,21699942.15,-28.5,0.244,21699949.33,-28.50,0.100,21699926.23,-28.50,-0.092,21699953.34,-28.50,0.140,21699926.16,-28.25,0.007,21699942.56,-28.25,0.136,21699954.79,-28.25,0.052,21699948.88,-28.25,0.263
287,21699942.15,-28.5,0.244,21699949.32,-28.50,0.099,21699926.21,-28.50,-0.092,21699953.37,-28.50,0.141,21699926.11,-28.25,0.005,21699942.54,-28.25,0.135,21699954.72,-28.25,0.049,21699948.80,-28.25,0.260
288,21699942.12,-28.5,0.242,21699949.30,-28.50,0.098,21699926.15,-28.50,-0.095,21699953.25,-28.50,0.135,21699926.07,-28.25,0.003,21699942.52,-28.25,0.134,21699954.71,-28.25,0.048,21699948.72,-28.25,0.256
289,21699942.06,-28.5,0.24,21699949.31,-28.50,0.099,21699926.08,-28.50,-0.098,21699953.22,-28.50,0.134,21699926.03,-28.25,0.001,21699942.48,-28.25,0.132,21699954.66,-28.25,0.046,21699948.80,-28.25,0.260
290,21699942.03,-28.5,0.238,21699949.25,-28.50,0.096,21699926.09,-28.50,-0.098,21699953.22,-28.50,0.134,21699926.00,-28.25,0.000,21699942.47,-28.25,0.131,21699954.63,-28.25,0.044,21699948.74,-28.25,0.257
291,21699942.03,-28.5,0.238,21699949.26,-28.50,0.096,21699926.11,-28.50,-0.097,21699953.24,-28.50,0.135,21699925.98,-28.25,-0.001,21699942.49,-28.25,0.132,21699954.67,-28.25,0.046,21699948.73,-28.25,0.256
292,21699942.08,-28.5,0.24,21699949.29,-28.50,0.098,21699926.14,-28.50,-0.096,21699953.25,-28.50,0.135,21699926.09,-28.25,0.004,21699942.57,-28.25,0.136,21699954.70,-28.25,0.048,21699948.81,-28.25,0.260
293,21699942.04,-28.5,0.238,21699949.31,-28.50,0.099,21699926.16,-28.50,-0.095,21699953.29,-28.50,0.137,21699926.10,-28.25,0.005,21699942.50,-28.25,0.133,21699954.70,-28.25,0.048,21699948.77,-28.25,0.258
294,21699942.11,-28.5,0.242,21699949.37,-28.50,0.101,21699926.22,-28.50,-0.092,21699953.37,-28.50,0.141,21699926.18,-28.25,0.008,21699942.60,-28.25,0.137,21699954.76,-28.25,0.051,21699948.81,-28.25,0.260
295,21699942.17,-28.5,0.244,21699949.42,-28.50,0.104,21699926.27,-28.50,-0.090,21699953.38,-28.50,0.141,21699926.18,-28.25,0.008,21699942.58,-28.25,0.136,21699954.78,-28.25,0.052,21699948.84,-28.25,0.261
296,21699942.02,-28.5,0.238,21699949.28,-28.50,0.098,21699926.14,-28.50,-0.096,21699953.26,-28.50,0.136,21699926.07,-28.25,0.003,21699942.52,-28.25,0.134,21699954.66,-28.25,0.046,21699948.75,-28.25,0.257
297,21699942.1,-28.5,0.241,21699949.36,-28.50,0.101,21699926.14,-28.50,-0.096,21699953.23,-28.50,0.134,21699926.05,-28.25,0.002,21699942.55,-28.25,0.135,21699954.75,-28.25,0.050,21699948.82,-28.25,0.261
298,21699942.11,-28.5,0.242,21699949.37,-28.50,0.102,21699926.23,-28.50,-0.091,21699953.38,-28.50,0.141,21699926.12,-28.25,0.006,21699942.54,-28.25,0.135,21699954.73,-28.25,0.049,21699948.79,-28.50,0.259
299,21699942.18,-28.5,0.245,21699949.43,-28.50,0.104,21699926.24,-28.50,-0.091,21699953.36,-28.50,0.141,21699926.19,-28.25,0.009,21699942.62,-28.25,0.138,21699954.82,-28.25,0.053,21699948.90,-28.25,0.264
300,21699942.18,-28.5,0.245,21699949.43,-28.50,0.104,21699926.25,-28.50,-0.091,21699953.38,-28.50,0.141,21699926.16,-28.25,0.007,21699942.61,-28.25,0.138,21699954.77,-28.25,0.051,21699948.82,-28.25,0.261
301,21699942.17,-28.5,0.245,21699949.36,-28.50,0.101,21699926.20,-28.50,-0.093,21699953.38,-28.50,0.142,21699926.14,-28.25,0.006,21699942.58,-28.25,0.137,21699954.78,-28.25,0.051,21699948.85,-28.25,0.262
302,21699942.18,-28.5,0.245,21699949.44,-28.50,0.105,21699926.23,-28.50,-0.091,21699953.38,-28.50,0.141,21699926.14,-28.25,0.006,21699942.60,-28.25,0.137,21699954.82,-28.25,0.053,21699948.86,-28.25,0.263
303,21699942.05,-28.5,0.239,21699949.40,-28.50,0.103,21699926.21,-28.50,-0.093,21699953.37,-28.50,0.141,21699926.12,-28.25,0.005,21699942.55,-28.25,0.135,21699954.82,-28.25,0.053,21699948.84,-28.25,0.261
304,21699942.09,-28.5,0.241,21699949.49,-28.50,0.107,21699926.23,-28.50,-0.091,21699953.41,-28.50,0.143,21699926.14,-28.25,0.006,21699942.60,-28.50,0.137,21699954.87,-28.25,0.055,21699948.88,-28.25,0.263
305,21699942.09,-28.5,0.241,21699949.49,-28.50,0.107,21699926.24,-28.50,-0.091,21699953.48,-28.75,0.146,21699926.22,-28.25,0.010,21699942.68,-28.25,0.141,21699954.98,-28.25,0.061,21699948.94,-28.25,0.266
306,21699942.11,-28.75,0.242,21699949.49,-28.75,0.107,21699926.24,-28.75,-0.091,21699953.47,-28.75,0.146,21699926.16,-28.50,0.007,21699942.67,-28.50,0.141,21699954.99,-28.25,0.061,21699948.94,-28.25,0.266
307,21699942.08,-28.75,0.24,21699949.61,-28.75,0.113,21699926.29,-28.75,-0.089,21699953.59,-28.75,0.151,21699926.26,-28.50,0.012,21699942.78,-28.50,0.146,21699955.16,-28.50,0.069,21699949.02,-28.50,0.270
308,21699942.06,-28.75,0.239,21699949.67,-28.75,0.115,21699926.29,-29.00,-0.089,21699953.55,-29.00,0.149,21699926.14,-28.50,0.006,21699942.70,-28.50,0.142,21699955.22,-28.50,0.072,21699949.02,-28.50,0.270
309,21699942.11,-29,0.242,21699949.77,-29.00,0.120,21699926.31,-29.00,-0.088,21699953.76,-29.00,0.159,21699926.35,-28.50,0.016,21699942.93,-28.50,0.153,21699955.50,-28.50,0.084,21699949.13,-28.75,0.275
310,21699942.12,-29,0.242,21699949.96,-29.00,0.129,21699926.46,-29.00,-0.081,21699953.86,-29.00,0.164,21699926.42,-28.75,0.019,21699942.99,-28.75,0.155,21699955.72,-28.75,0.095,21699949.21,-28.75,0.278
311,21699942.08,-29.25,0.24,21699950.15,-29.25,0.138,21699926.51,-29.25,-0.079,21699954.07,-29.25,0.173,21699926.51,-28.75,0.023,21699943.12,-28.75,0.161,21699955.89,-28.75,0.103,21699949.34,-28.75,0.284
312,21699942.09,-29.25,0.241,21699950.25,-29.25,0.142,21699926.55,-29.25,-0.077,21699954.11,-29.25,0.175,21699926.50,-29.00,0.023,21699943.23,-29.00,0.166,21699956.15,-29.00,0.114,21699949.32,-29.00,0.284
313,21699941.99,-29.5,0.236,21699950.32,-29.50,0.145,21699926.56,-29.50,-0.076,21699954.25,-29.50,0.181,21699926.58,-29.00,0.027,21699943.36,-29.00,0.172,21699956.38,-29.00,0.125,21699949.46,-29.00,0.290
314,21699942.06,-29.75,0.239,21699950.53,-29.75,0.155,21699926.66,-29.75,-0.072,21699954.41,-29.75,0.189,21699926.59,-29.25,0.027,21699943.46,-29.25,0.177,21699956.60,-29.25,0.135,21699949.52,-29.25,0.293
315,21699942.08,-29.75,0.24,21699950.75,-29.75,0.165,21699926.71,-29.75,-0.069,21699954.55,-29.75,0.195,21699926.72,-29.25,0.033,21699943.62,-29.25,0.184,21699956.94,-29.25,0.151,21699949.67,-29.25,0.300
316,21699942.08,-30,0.24,21699951.00,-30.00,0.176,21699926.87,-30.00,-0.062,21699954.79,-30.00,0.206,21699926.81,-29.50,0.037,21699943.79,-29.50,0.192,21699957.28,-29.50,0.167,21699949.79,-29.50,0.305
317,21699942.09,-30,0.241,21699951.20,-30.00,0.186,21699926.88,-30.00,-0.062,21699954.94,-30.00,0.213,21699926.93,-29.50,0.043,21699943.97,-29.75,0.201,21699957.60,-29.50,0.181,21699949.87,-29.75,0.309
318,21699942.12,-30.25,0.242,21699951.32,-30.25,0.191,21699926.93,-30.25,-0.059,21699955.10,-30.25,0.220,21699927.00,-29.75,0.046,21699944.04,-29.75,0.204,21699957.83,-29.75,0.192,21699949.95,-29.75,0.313
319,21699942.2,-30.25,0.246,21699951.51,-30.25,0.200,21699926.98,-30.25,-0.057,21699955.26,-30.25,0.228,21699927.05,-30.00,0.049,21699944.20,-30.00,0.211,21699958.13,-30.00,0.206,21699950.06,-30.00,0.318
320,21699942.21,-30.5,0.246,21699951.82,-30.50,0.214,21699927.15,-30.50,-0.049,21699955.44,-30.50,0.236,21699927.14,-30.00,0.053,21699944.31,-30.00,0.216,21699958.41,-30.00,0.219,21699950.07,-30.00,0.318
321,21699942.16,-30.5,0.244,21699951.93,-30.50,0.220,21699927.20,-30.50,-0.047,21699955.56,-30.50,0.242,21699927.22,-30.00,0.056,21699944.44,-30.00,0.222,21699958.56,-30.25,0.226,21699950.15,-30.25,0.322
322,21699942.33,-30.5,0.252,21699952.13,-30.50,0.229,21699927.31,-30.50,-0.042,21699955.70,-30.50,0.248,21699927.31,-30.25,0.060,21699944.61,-30.25,0.230,21699958.75,-30.25,0.234,21699950.00,-30.25,0.315
323,21699942.34,-30.5,0.253,21699952.10,-30.50,0.227,21699927.32,-30.50,-0.041,21699955.65,-30.50,0.246,21699927.24,-30.25,0.057,21699944.57,-30.25,0.228,21699958.60,-30.25,0.227,21699949.93,-30.25,0.312
324,21699942.45,-30.5,0.257,21699952.17,-30.50,0.231,21699927.33,-30.50,-0.041,21699955.64,-30.50,0.246,21699927.21,-30.25,0.056,21699944.55,-30.25,0.227,21699958.27,-30.25,0.212,21699949.74,-30.25,0.303
